Start_date,Start_hour,Start_minute,End_date,End_hour,End_minute,Month,Year,Category,Start_Location,Stop_Location,Miles,Purpose,Duration,Speed,Month_Name,Day_of_Week
2016-01-12,12.0,33.0,2016-01-12,12.0,49.0,1,2016,Business,Midtown,Hudson Square,3.057746,Meal/Entertain,16.0,11.466547499999999,January,Tuesday
2016-01-12,12.0,53.0,2016-01-12,13.0,9.0,1,2016,Business,Hudson Square,Lower Manhattan,6.43736,Meal/Entertain,16.0,24.1401,January,Tuesday
2016-01-12,14.0,42.0,2016-01-12,14.0,56.0,1,2016,Business,Lower Manhattan,Hudson Square,2.896812,Errand/Supplies,14.0,12.414908571428573,January,Tuesday
2016-01-12,15.0,13.0,2016-01-12,15.0,28.0,1,2016,Business,Hudson Square,Hell's Kitchen,3.8624159999999996,Customer Visit,15.0,15.449663999999999,January,Tuesday
2016-01-12,15.0,42.0,2016-01-12,15.0,54.0,1,2016,Business,Hell's Kitchen,Midtown,3.21868,Errand/Supplies,12.0,16.0934,January,Tuesday
2016-01-12,16.0,2.0,2016-01-12,17.0,0.0,1,2016,Business,New York,Queens County,24.301033999999998,Meeting,58.0,25.13900068965517,January,Tuesday
2016-01-13,13.0,54.0,2016-01-13,14.0,7.0,1,2016,Business,Downtown,Gulfton,18.024607999999997,Meeting,13.0,83.19049846153844,January,Wednesday
2016-01-13,15.0,0.0,2016-01-13,15.0,28.0,1,2016,Business,Gulfton,Downtown,18.990212,Meeting,28.0,40.69331142857143,January,Wednesday
2016-01-14,16.0,29.0,2016-01-14,17.0,5.0,1,2016,Business,Houston,Houston,35.244546,Customer Visit,36.0,58.74091,January,Thursday
2016-01-14,21.0,39.0,2016-01-14,21.0,45.0,1,2016,Business,Eagan Park,Jamestown Court,6.276426,Errand/Supplies,6.0,62.76425999999999,January,Thursday
2016-01-15,0.0,41.0,2016-01-15,1.0,1.0,1,2016,Business,Morrisville,Cary,12.87472,Errand/Supplies,20.0,38.62416,January,Friday
2016-01-15,11.0,43.0,2016-01-15,12.0,3.0,1,2016,Business,Cary,Durham,16.737136,Meal/Entertain,20.0,50.211408,January,Friday
2016-01-15,13.0,26.0,2016-01-15,13.0,44.0,1,2016,Business,Durham,Cary,16.737136,Meal/Entertain,18.0,55.79045333333333,January,Friday
2016-01-18,14.0,55.0,2016-01-18,15.0,6.0,1,2016,Business,Cary,Cary,7.724831999999999,Meal/Entertain,11.0,42.13544727272727,January,Monday
2016-01-18,16.0,13.0,2016-01-18,16.0,24.0,1,2016,Business,Farmington Woods,Whitebridge,7.563898,Meal/Entertain,11.0,41.257625454545455,January,Monday
2016-01-19,9.0,9.0,2016-01-19,9.0,23.0,1,2016,Business,Whitebridge,Lake Wellingborough,11.587248,Meal/Entertain,14.0,49.65963428571429,January,Tuesday
2016-01-19,10.0,55.0,2016-01-19,11.0,9.0,1,2016,Business,Lake Wellingborough,Whitebridge,12.230984,Temporary Site,14.0,52.418502857142855,January,Tuesday
2016-01-20,10.0,36.0,2016-01-20,11.0,11.0,1,2016,Business,Cary,Raleigh,27.519714,Meeting,35.0,47.17665257142857,January,Wednesday
2016-01-20,11.0,48.0,2016-01-20,12.0,19.0,1,2016,Business,Fayetteville Street,Umstead,24.301033999999998,Meeting,31.0,47.0342593548387,January,Wednesday
2016-01-20,13.0,25.0,2016-01-20,14.0,19.0,1,2016,Business,Raleigh,Cary,64.695468,Customer Visit,54.0,71.88385333333333,January,Wednesday
2016-01-21,14.0,25.0,2016-01-21,14.0,29.0,1,2016,Business,Cary,Cary,2.5749440000000003,Errand/Supplies,4.0,38.62416,January,Thursday
2016-01-21,14.0,43.0,2016-01-21,14.0,51.0,1,2016,Business,Cary,Cary,3.8624159999999996,Meal/Entertain,8.0,28.96812,January,Thursday
2016-01-21,16.0,1.0,2016-01-21,16.0,6.0,1,2016,Business,Cary,Cary,1.60934,Meal/Entertain,5.0,19.31208,January,Thursday
2016-01-26,10.0,41.0,2016-01-26,10.0,50.0,1,2016,Business,Whitebridge,Hazelwood,3.21868,Meal/Entertain,9.0,21.457866666666668,January,Tuesday
2016-01-26,12.0,33.0,2016-01-26,12.0,41.0,1,2016,Business,Hazelwood,Whitebridge,3.7014819999999995,Errand/Supplies,8.0,27.761114999999997,January,Tuesday
2016-01-26,16.0,24.0,2016-01-26,16.0,32.0,1,2016,Business,Whitebridge,Westpark Place,3.057746,Errand/Supplies,8.0,22.933094999999998,January,Tuesday
2016-01-26,17.0,17.0,2016-01-26,17.0,22.0,1,2016,Business,Cary,Cary,2.2530759999999996,Errand/Supplies,5.0,27.036911999999997,January,Tuesday
2016-01-26,17.0,27.0,2016-01-26,17.0,29.0,1,2016,Business,Cary,Cary,0.80467,Errand/Supplies,2.0,24.1401,January,Tuesday
2016-01-27,9.0,24.0,2016-01-27,9.0,31.0,1,2016,Business,Cary,Cary,2.896812,Meeting,7.0,24.829817142857145,January,Wednesday
2016-01-27,10.0,19.0,2016-01-27,10.0,48.0,1,2016,Business,Cary,Raleigh,30.094658,Customer Visit,29.0,62.264809655172414,January,Wednesday
2016-01-27,12.0,34.0,2016-01-27,12.0,44.0,1,2016,Business,Fairmont,Meredith Townes,5.471756,Customer Visit,10.0,32.830536,January,Wednesday
2016-01-27,14.0,5.0,2016-01-27,14.0,13.0,1,2016,Business,Raleigh,Raleigh,4.345218,Customer Visit,8.0,32.589135,January,Wednesday
2016-01-27,14.0,46.0,2016-01-27,15.0,8.0,1,2016,Business,Raleigh,Cary,20.760486,Customer Visit,22.0,56.619507272727276,January,Wednesday
2016-01-28,12.0,28.0,2016-01-28,13.0,0.0,1,2016,Business,Cary,Raleigh,30.57746,Temporary Site,32.0,57.3327375,January,Thursday
2016-01-28,15.0,11.0,2016-01-28,15.0,31.0,1,2016,Business,Meredith Townes,Leesville Hollow,23.657297999999997,Meeting,20.0,70.97189399999999,January,Thursday
2016-01-28,16.0,21.0,2016-01-28,16.0,51.0,1,2016,Business,Raleigh,Cary,25.266638,Meeting,30.0,50.533276,January,Thursday
2016-01-29,9.0,31.0,2016-01-29,9.0,45.0,1,2016,Business,Cary,Cary,7.402963999999999,Customer Visit,14.0,31.726988571428567,January,Friday
2016-01-29,10.0,56.0,2016-01-29,11.0,7.0,1,2016,Business,Cary,Cary,8.368568,Meeting,11.0,45.64673454545455,January,Friday
2016-01-29,11.0,43.0,2016-01-29,12.0,3.0,1,2016,Business,Cary,Durham,16.737136,Meeting,20.0,50.211408,January,Friday
2016-01-29,13.0,24.0,2016-01-29,13.0,47.0,1,2016,Business,Durham,Cary,16.254334,Meeting,23.0,42.40261043478261,January,Friday
2016-01-29,18.0,31.0,2016-01-29,18.0,52.0,1,2016,Business,Cary,Apex,9.334171999999999,Errand/Supplies,21.0,26.669062857142855,January,Friday
2016-01-29,21.0,21.0,2016-01-29,21.0,40.0,1,2016,Business,Apex,Cary,8.85137,Meal/Entertain,19.0,27.951694736842104,January,Friday
2016-01-30,16.0,21.0,2016-01-30,16.0,33.0,1,2016,Business,Cary,Apex,9.173238,Errand/Supplies,12.0,45.866189999999996,January,Saturday
2016-01-30,18.0,9.0,2016-01-30,18.0,24.0,1,2016,Business,Apex,Cary,9.173238,Customer Visit,15.0,36.692952,January,Saturday
2016-02-01,10.0,35.0,2016-02-01,11.0,15.0,2,2016,Business,Cary,Chapel Hill,31.221196,Customer Visit,40.0,46.831794,February,Monday
2016-02-01,12.0,10.0,2016-02-01,12.0,43.0,2,2016,Business,Chapel Hill,Cary,37.497622,Customer Visit,33.0,68.17749454545454,February,Monday
2016-02-01,12.0,56.0,2016-02-01,13.0,7.0,2,2016,Business,Northwoods,Whitebridge,6.276426,Meal/Entertain,11.0,34.23505090909091,February,Monday
2016-02-02,13.0,4.0,2016-02-02,13.0,23.0,2,2016,Business,Whitebridge,Williamsburg Manor,13.357522000000001,Meeting,19.0,42.181648421052635,February,Tuesday
2016-02-02,13.0,51.0,2016-02-02,14.0,6.0,2,2016,Business,Cary,Cary,9.65604,Errand/Supplies,15.0,38.62416,February,Tuesday
2016-02-02,14.0,38.0,2016-02-02,14.0,42.0,2,2016,Business,Cary,Cary,2.5749440000000003,Errand/Supplies,4.0,38.62416,February,Tuesday
2016-02-04,8.0,40.0,2016-02-04,9.0,1.0,2,2016,Business,Cary,Morrisville,8.368568,Errand/Supplies,21.0,23.910194285714287,February,Thursday
2016-02-04,9.0,37.0,2016-02-04,10.0,9.0,2,2016,Business,Morrisville,Cary,15.610598,Meal/Entertain,32.0,29.269871249999998,February,Thursday
2016-02-04,10.0,26.0,2016-02-04,10.0,32.0,2,2016,Business,Cary,Cary,2.5749440000000003,Meal/Entertain,6.0,25.749440000000003,February,Thursday
2016-02-04,15.0,59.0,2016-02-04,16.0,3.0,2,2016,Business,Cary,Cary,1.7702740000000001,Meal/Entertain,4.0,26.55411,February,Thursday
2016-02-04,16.0,35.0,2016-02-04,16.0,39.0,2,2016,Business,Cary,Cary,2.5749440000000003,Meal/Entertain,4.0,38.62416,February,Thursday
2016-02-04,18.0,4.0,2016-02-04,18.0,31.0,2,2016,Business,Whitebridge,Macgregor Downs,14.48406,Meeting,27.0,32.1868,February,Thursday
2016-02-04,20.0,36.0,2016-02-04,20.0,55.0,2,2016,Business,Cary,Cary,12.391918,Meeting,19.0,39.13237263157895,February,Thursday
2016-02-05,11.0,47.0,2016-02-05,12.0,7.0,2,2016,Business,Cary,Durham,16.737136,Meeting,20.0,50.211408,February,Friday
2016-02-05,13.0,22.0,2016-02-05,13.0,41.0,2,2016,Business,Durham,Cary,16.737136,Meeting,19.0,52.854113684210525,February,Friday
2016-02-06,16.0,20.0,2016-02-06,16.0,53.0,2,2016,Business,Cary,Raleigh,18.346476,Between Offices,33.0,33.35722909090909,February,Saturday
2016-02-06,18.0,57.0,2016-02-06,19.0,21.0,2,2016,Business,Raleigh,Cary,14.48406,Errand/Supplies,24.0,36.21015,February,Saturday
2016-02-06,19.0,28.0,2016-02-06,19.0,37.0,2,2016,Business,Edgehill Farms,Whitebridge,5.149888000000001,Meal/Entertain,9.0,34.33258666666667,February,Saturday
2016-02-07,16.0,49.0,2016-02-07,17.0,1.0,2,2016,Business,Cary,Apex,9.012303999999999,Errand/Supplies,12.0,45.06151999999999,February,Sunday
2016-02-07,18.0,3.0,2016-02-07,18.0,17.0,2,2016,Business,Apex,Cary,9.173238,Customer Visit,14.0,39.31387714285714,February,Sunday
2016-02-07,18.0,39.0,2016-02-07,18.0,53.0,2,2016,Business,Cary,Morrisville,9.816974,Temporary Site,14.0,42.072745714285716,February,Sunday
2016-02-07,20.0,22.0,2016-02-07,20.0,40.0,2,2016,Business,Morrisville,Cary,9.816974,Meeting,18.0,32.72324666666667,February,Sunday
2016-02-08,12.0,57.0,2016-02-08,13.0,8.0,2,2016,Business,Whitebridge,Edgehill Farms,6.9201619999999995,Meal/Entertain,11.0,37.74633818181818,February,Monday
2016-02-08,14.0,0.0,2016-02-08,14.0,10.0,2,2016,Business,Edgehill Farms,Whitebridge,4.345218,Meal/Entertain,10.0,26.071308000000002,February,Monday
2016-02-09,10.0,54.0,2016-02-09,11.0,7.0,2,2016,Personal,Whitebridge,Northwoods,8.529501999999999,Meal/Entertain,13.0,39.3669323076923,February,Tuesday
2016-02-09,11.0,43.0,2016-02-09,11.0,50.0,2,2016,Personal,Northwoods,Tanglewood,4.82802,Meal/Entertain,7.0,41.383028571428575,February,Tuesday
2016-02-09,13.0,36.0,2016-02-09,13.0,52.0,2,2016,Personal,Tanglewood,Preston,8.207633999999999,Meal/Entertain,16.0,30.778627499999995,February,Tuesday
2016-02-09,13.0,58.0,2016-02-09,14.0,2.0,2,2016,Personal,Preston,Whitebridge,2.41401,Meal/Entertain,4.0,36.210150000000006,February,Tuesday
2016-02-09,18.0,55.0,2016-02-09,19.0,11.0,2,2016,Business,Cary,Morrisville,9.816974,Meal/Entertain,16.0,36.8136525,February,Tuesday
2016-02-09,20.0,24.0,2016-02-09,20.0,40.0,2,2016,Business,Morrisville,Cary,9.816974,Meal/Entertain,16.0,36.8136525,February,Tuesday
2016-02-11,16.0,28.0,2016-02-11,17.0,10.0,2,2016,Business,Cary,Raleigh,27.841582000000002,Meal/Entertain,42.0,39.77368857142858,February,Thursday
2016-02-11,17.0,49.0,2016-02-11,18.0,10.0,2,2016,Business,Eastgate,Walnut Terrace,9.173238,Meal/Entertain,21.0,26.209251428571427,February,Thursday
2016-02-11,18.0,24.0,2016-02-11,18.0,46.0,2,2016,Business,Raleigh,Morrisville,21.72609,Temporary Site,22.0,59.25297272727273,February,Thursday
2016-02-11,20.0,36.0,2016-02-11,20.0,51.0,2,2016,Business,Morrisville,Cary,9.816974,Temporary Site,15.0,39.267896,February,Thursday
2016-02-12,8.0,21.0,2016-02-12,8.0,42.0,2,2016,Business,Cary,Durham,13.67939,Temporary Site,21.0,39.08397142857143,February,Friday
2016-02-12,10.0,45.0,2016-02-12,10.0,52.0,2,2016,Business,Durham,Morrisville,4.184284,Temporary Site,7.0,35.865291428571425,February,Friday
2016-02-12,11.0,14.0,2016-02-12,11.0,35.0,2,2016,Business,Morrisville,Raleigh,27.35878,Customer Visit,21.0,78.16794285714286,February,Friday
2016-02-12,13.0,2.0,2016-02-12,13.0,36.0,2,2016,Business,Raleigh,Cary,28.96812,Meeting,34.0,51.12021176470588,February,Friday
2016-02-12,14.0,49.0,2016-02-12,15.0,6.0,2,2016,Business,Cary,Morrisville,13.518456,Meeting,17.0,47.71219764705883,February,Friday
2016-02-12,15.0,33.0,2016-02-12,16.0,6.0,2,2016,Business,Morrisville,Cary,18.50741,Customer Visit,33.0,33.64983636363636,February,Friday
2016-02-13,14.0,21.0,2016-02-13,14.0,41.0,2,2016,Business,Cary,Morrisville,14.323126,Meeting,20.0,42.969378000000006,February,Saturday
2016-02-13,23.0,45.0,2016-02-14,0.0,1.0,2,2016,Personal,East Elmhurst,Jackson Heights,4.345218,Meeting,-1424.0,-0.18308502808988764,February,Saturday
2016-02-14,0.0,50.0,2016-02-14,1.0,0.0,2,2016,Personal,Jackson Heights,East Elmhurst,2.896812,Meeting,10.0,17.380872000000004,February,Sunday
2016-02-14,14.0,7.0,2016-02-14,14.0,40.0,2,2016,Business,East Elmhurst,New York,13.035654,Meeting,33.0,23.701189090909086,February,Sunday
2016-02-14,14.0,46.0,2016-02-14,15.0,3.0,2,2016,Business,Midtown,Midtown West,3.21868,Meeting,17.0,11.360047058823529,February,Sunday
2016-02-14,16.0,35.0,2016-02-14,17.0,2.0,2,2016,Business,New York,Long Island City,20.92142,Meeting,27.0,46.492044444444446,February,Sunday
2016-02-14,17.0,6.0,2016-02-14,17.0,29.0,2,2016,Business,Long Island City,Jamaica,22.369826,Meeting,23.0,58.35606782608695,February,Sunday
2016-02-16,3.0,21.0,2016-02-16,4.0,13.0,2,2016,Business,Katunayaka,Unknown Location,70.328158,Customer Visit,52.0,81.14787461538461,February,Tuesday
2016-02-16,8.0,29.0,2016-02-16,9.0,34.0,2,2016,Business,Unknown Location,Colombo,22.691694,Customer Visit,65.0,20.946179076923077,February,Tuesday
2016-02-16,10.0,31.0,2016-02-16,10.0,41.0,2,2016,Business,Colombo,Colombo,4.184284,Customer Visit,10.0,25.105704,February,Tuesday
2016-02-16,11.0,32.0,2016-02-16,12.0,2.0,2,2016,Business,Colombo,Colombo,7.24203,Customer Visit,30.0,14.48406,February,Tuesday
2016-02-16,12.0,39.0,2016-02-16,12.0,42.0,2,2016,Business,Colombo,Colombo,2.735878,Customer Visit,3.0,54.71756,February,Tuesday
2016-02-16,13.0,43.0,2016-02-16,13.0,55.0,2,2016,Business,Colombo,Colombo,2.896812,Temporary Site,12.0,14.48406,February,Tuesday
2016-02-16,16.0,34.0,2016-02-16,17.0,10.0,2,2016,Business,Colombo,Colombo,9.65604,Temporary Site,36.0,16.093400000000003,February,Tuesday
2016-02-16,17.0,17.0,2016-02-16,17.0,26.0,2,2016,Business,Colombo,Nugegoda,1.7702740000000001,Meal/Entertain,9.0,11.801826666666669,February,Tuesday
2016-02-16,17.0,40.0,2016-02-16,17.0,44.0,2,2016,Business,Nugegoda,Unknown Location,5.793624,Errand/Supplies,4.0,86.90436000000001,February,Tuesday
2016-02-17,13.0,18.0,2016-02-17,14.0,4.0,2,2016,Business,Unknown Location,Colombo,23.657297999999997,Temporary Site,46.0,30.8573452173913,February,Wednesday
2016-02-17,15.0,17.0,2016-02-17,15.0,22.0,2,2016,Business,Colombo,Colombo,2.735878,Meal/Entertain,5.0,32.830536,February,Wednesday
2016-02-17,15.0,33.0,2016-02-17,16.0,17.0,2,2016,Business,Colombo,Katunayaka,34.439876,Temporary Site,44.0,46.96346727272727,February,Wednesday
2016-02-17,16.0,38.0,2016-02-17,16.0,43.0,2,2016,Business,Katunayaka,Katunayaka,0.80467,Errand/Supplies,5.0,9.65604,February,Wednesday
2016-02-18,8.0,19.0,2016-02-18,8.0,27.0,2,2016,Business,Unknown Location,Unknown Location,37.81949,Temporary Site,8.0,283.646175,February,Thursday
2016-02-18,14.0,3.0,2016-02-18,14.0,45.0,2,2016,Business,Unknown Location,Islamabad,20.438617999999998,Temporary Site,42.0,29.198025714285713,February,Thursday
2016-02-18,15.0,16.0,2016-02-18,15.0,31.0,2,2016,Business,Islamabad,Unknown Location,9.65604,Temporary Site,15.0,38.62416,February,Thursday
2016-02-18,18.0,44.0,2016-02-18,18.0,58.0,2,2016,Business,Unknown Location,Islamabad,8.368568,Customer Visit,14.0,35.865291428571425,February,Thursday
2016-02-18,19.0,27.0,2016-02-18,20.0,8.0,2,2016,Business,Islamabad,Unknown Location,16.0934,Meeting,41.0,23.55131707317073,February,Thursday
2016-02-19,9.0,2.0,2016-02-19,9.0,14.0,2,2016,Business,Unknown Location,Unknown Location,29.450922000000002,Meeting,12.0,147.25461,February,Friday
2016-02-19,9.0,21.0,2016-02-19,9.0,51.0,2,2016,Business,Unknown Location,Unknown Location,18.024607999999997,Meeting,30.0,36.049215999999994,February,Friday
2016-02-19,10.0,21.0,2016-02-19,10.0,48.0,2,2016,Business,Unknown Location,Islamabad,12.230984,Meeting,27.0,27.179964444444444,February,Friday
2016-02-19,11.0,20.0,2016-02-19,11.0,26.0,2,2016,Personal,Islamabad,Islamabad,2.41401,Meeting,6.0,24.1401,February,Friday
2016-02-19,11.0,45.0,2016-02-19,11.0,50.0,2,2016,Personal,Islamabad,Islamabad,1.60934,Meeting,5.0,19.31208,February,Friday
2016-02-19,12.0,9.0,2016-02-19,12.0,27.0,2,2016,Business,Islamabad,Unknown Location,11.748182,Temporary Site,18.0,39.160606666666666,February,Friday
2016-02-19,16.0,26.0,2016-02-19,16.0,45.0,2,2016,Business,Unknown Location,Islamabad,5.63269,Temporary Site,19.0,17.78744210526316,February,Friday
2016-02-19,17.0,9.0,2016-02-19,17.0,20.0,2,2016,Business,Islamabad,Islamabad,6.759228,Temporary Site,11.0,36.86851636363637,February,Friday
2016-02-19,20.0,8.0,2016-02-19,20.0,30.0,2,2016,Personal,Islamabad,Unknown Location,21.887024,Temporary Site,22.0,59.69188363636364,February,Friday
2016-02-19,20.0,34.0,2016-02-19,20.0,51.0,2,2016,Personal,Unknown Location,Unknown Location,4.02335,Temporary Site,17.0,14.200058823529412,February,Friday
2016-02-20,7.0,59.0,2016-02-20,8.0,32.0,2,2016,Personal,Unknown Location,Islamabad,23.174496,Temporary Site,33.0,42.13544727272727,February,Saturday
2016-02-20,10.0,48.0,2016-02-20,10.0,56.0,2,2016,Personal,Islamabad,Islamabad,4.82802,Temporary Site,8.0,36.210150000000006,February,Saturday
2016-02-20,11.0,45.0,2016-02-20,11.0,53.0,2,2016,Personal,Islamabad,Islamabad,2.41401,Temporary Site,8.0,18.105075000000003,February,Saturday
2016-02-20,12.0,41.0,2016-02-20,13.0,17.0,2,2016,Business,Islamabad,R?walpindi,29.611855999999996,Temporary Site,36.0,49.35309333333333,February,Saturday
2016-02-20,14.0,50.0,2016-02-20,15.0,54.0,2,2016,Business,R?walpindi,R?walpindi,37.175754000000005,Meeting,64.0,34.852269375000006,February,Saturday
2016-02-20,16.0,59.0,2016-02-20,17.0,54.0,2,2016,Personal,R?walpindi,Unknown Location,26.55411,Meeting,55.0,28.968120000000003,February,Saturday
2016-02-20,18.0,0.0,2016-02-20,18.0,3.0,2,2016,Business,Unknown Location,Unknown Location,5.149888000000001,Errand/Supplies,3.0,102.99776000000001,February,Saturday
2016-02-20,19.0,28.0,2016-02-20,19.0,49.0,2,2016,Business,Unknown Location,Unknown Location,12.391918,Errand/Supplies,21.0,35.405480000000004,February,Saturday
2016-02-21,9.0,7.0,2016-02-21,9.0,46.0,2,2016,Business,Unknown Location,Islamabad,23.33543,Errand/Supplies,39.0,35.900661538461534,February,Sunday
2016-02-21,11.0,39.0,2016-02-21,11.0,43.0,2,2016,Business,Unknown Location,Islamabad,3.8624159999999996,Errand/Supplies,4.0,57.93624,February,Sunday
2016-02-21,11.0,47.0,2016-02-21,12.0,1.0,2,2016,Business,Islamabad,Islamabad,7.402963999999999,Errand/Supplies,14.0,31.726988571428567,February,Sunday
2016-02-21,12.0,13.0,2016-02-21,12.0,35.0,2,2016,Business,Islamabad,Unknown Location,14.162192000000001,Meal/Entertain,22.0,38.62416,February,Sunday
2016-02-21,12.0,51.0,2016-02-21,13.0,12.0,2,2016,Business,Unknown Location,Unknown Location,13.357522000000001,Temporary Site,21.0,38.164348571428576,February,Sunday
2016-02-21,13.0,33.0,2016-02-21,14.0,30.0,2,2016,Business,Unknown Location,Unknown Location,36.532018,Temporary Site,57.0,38.45475578947369,February,Sunday
2016-02-21,14.0,36.0,2016-02-21,15.0,3.0,2,2016,Business,Unknown Location,Islamabad,20.92142,Temporary Site,27.0,46.492044444444446,February,Sunday
2016-02-21,15.0,14.0,2016-02-21,15.0,31.0,2,2016,Business,Islamabad,Noorpur Shahan,13.035654,Temporary Site,17.0,46.008190588235294,February,Sunday
2016-02-21,15.0,36.0,2016-02-21,15.0,41.0,2,2016,Business,Noorpur Shahan,Unknown Location,3.5405480000000003,Meal/Entertain,5.0,42.48657600000001,February,Sunday
2016-02-21,16.0,4.0,2016-02-21,16.0,32.0,2,2016,Business,Unknown Location,Unknown Location,15.610598,Meal/Entertain,28.0,33.45128142857143,February,Sunday
2016-02-21,23.0,15.0,2016-02-21,23.0,52.0,2,2016,Business,Unknown Location,R?walpindi,32.1868,Meeting,37.0,52.19481081081081,February,Sunday
2016-02-22,21.0,54.0,2016-02-22,22.0,9.0,2,2016,Business,Morrisville,Cary,13.035654,Customer Visit,15.0,52.142616,February,Monday
2016-02-24,14.0,30.0,2016-02-24,14.0,35.0,2,2016,Business,Whitebridge,Preston,2.41401,Customer Visit,5.0,28.968120000000003,February,Wednesday
2016-02-24,15.0,19.0,2016-02-24,15.0,25.0,2,2016,Business,Preston,Whitebridge,2.735878,Errand/Supplies,6.0,27.35878,February,Wednesday
2016-02-25,16.0,27.0,2016-02-25,16.0,35.0,2,2016,Business,Whitebridge,Heritage Pines,4.9889540000000006,Errand/Supplies,8.0,37.41715500000001,February,Thursday
2016-02-25,16.0,47.0,2016-02-25,17.0,2.0,2,2016,Business,Heritage Pines,Whitebridge,5.149888000000001,Errand/Supplies,15.0,20.599552000000003,February,Thursday
2016-02-25,17.0,16.0,2016-02-25,17.0,36.0,2,2016,Business,Whitebridge,Tanglewood,9.65604,Meal/Entertain,20.0,28.968120000000003,February,Thursday
2016-02-25,18.0,22.0,2016-02-25,18.0,39.0,2,2016,Business,Tanglewood,Whitebridge,9.334171999999999,Meal/Entertain,17.0,32.944136470588234,February,Thursday
2016-02-26,9.0,6.0,2016-02-26,9.0,29.0,2,2016,Business,Whitebridge,Westpark Place,10.138842,Meal/Entertain,23.0,26.44915304347826,February,Friday
2016-02-26,11.0,5.0,2016-02-26,11.0,11.0,2,2016,Personal,Westpark Place,Whitebridge,2.735878,Meal/Entertain,6.0,27.35878,February,Friday
2016-02-26,11.0,35.0,2016-02-26,11.0,59.0,2,2016,Business,Cary,Durham,17.059003999999998,Meeting,24.0,42.64750999999999,February,Friday
2016-02-26,13.0,1.0,2016-02-26,13.0,24.0,2,2016,Business,Durham,Cary,15.932466,Meeting,23.0,41.56295478260869,February,Friday
2016-02-26,14.0,38.0,2016-02-26,14.0,46.0,2,2016,Personal,Whitebridge,Westpark Place,3.057746,Meeting,8.0,22.933094999999998,February,Friday
2016-02-26,15.0,0.0,2016-02-26,15.0,18.0,2,2016,Personal,Westpark Place,Hazelwood,6.759228,Meeting,18.0,22.53076,February,Friday
2016-02-26,17.0,1.0,2016-02-26,17.0,12.0,2,2016,Personal,Hazelwood,Whitebridge,3.21868,Meeting,11.0,17.556436363636365,February,Friday
